run,freeze,epochs,batch,lr0,final_train_loss,val_loss,val_acc,ckpt_path
f0_e40_b4_lr0.001,0,40,4,0.001,0.69326199057338,0.6931660771369934,0.5,/content/data/polyvore_subset_5000/compat_exps/f0_e40_b4_lr0.001/compat_model_polyvore.pth
