run,freeze,epochs,batch,lr0,final_train_loss,val_loss,val_acc,ckpt_path
f0_e20_b8_lr0.001,0,20,8,0.001,0.6932122526260522,0.6931868195533752,0.5,/content/data/polyvore_subset_5000/compat_exps/f0_e20_b8_lr0.001/compat_model_polyvore.pth
